eid,globTime
161,1128.81
161,1128.81
161,1128.81
161,1128.82
161,1128.82
161,1128.82
162,3882.16
162,3882.16
162,3882.16
162,3882.16
162,3882.16
162,3882.16
162,3882.16
167,865.579
167,865.579
167,865.579
167,865.58
167,865.58
167,865.58
167,865.58
167,865.58
167,865.58
167,865.58
168,1697.36
168,1697.36
168,1697.37
168,1697.37
168,1697.37
168,1697.37
168,1697.37
168,1697.37
168,1697.37
168,1697.37
168,1697.37
168,1697.37
168,1697.37
168,1697.37
168,1697.37
170,153.082
170,153.082
170,153.082
170,153.082
170,153.082
170,153.082
170,153.082
170,153.083
170,153.083
170,153.083
170,153.083
170,153.083
171,1068.74
171,1068.74
171,1068.74
171,1068.74
171,1068.74
171,1068.74
171,1068.74
171,1068.74
176,1716.14
176,1716.14
176,1716.14
176,1716.14
176,1716.14
176,1716.14
176,1716.14
176,1716.14
176,1716.14
179,1605.83
179,1605.83
179,1605.83
179,1605.83
179,1605.83
179,1605.83
179,1605.83
179,1605.83
179,1605.83
179,1605.83
180,60.5708
180,60.5709
180,60.5711
180,60.5711
180,60.5712
180,60.5712
180,60.5712
186,1548.12
186,1548.12
186,1548.12
186,1548.12
186,1548.12
186,1548.12
186,1548.12
187,1245.7
187,1245.7
187,1245.7
187,1245.7
187,1245.7
187,1245.7
187,1245.7
187,1245.7
187,1245.7
187,1245.7
187,1245.7
187,1245.7
187,1245.7
187,1245.7
187,1245.7
188,2448.57
188,2448.57
188,2448.57
188,2448.57
188,2448.57
188,2448.57
188,2448.57
188,2448.57
188,2448.57
188,2448.57
188,2448.57
189,3408.77
189,3408.77
189,3408.77
189,3408.77
189,3408.77
189,3408.77
189,3408.77
194,2072.41
194,2072.41
194,2072.41
194,2072.41
194,2072.41
194,2072.41
199,413.273
199,413.273
199,413.273
199,413.273
199,413.273
199,413.274
199,413.274
199,413.274
199,413.274
199,413.274
199,413.274
199,413.275
199,413.275
199,413.275
199,413.275
199,413.275
199,413.275
204,1784.43
204,1784.43
204,1784.43
204,1784.43
204,1784.43
204,1784.43
205,3212.74
205,3212.74
205,3212.74
205,3212.74
205,3212.74
205,3212.74
205,3212.74
208,1326.16
208,1326.16
208,1326.16
208,1326.16
208,1326.16
208,1326.16
208,1326.17
208,1326.17
208,1326.17
208,1326.17
208,1326.17
208,1326.17
208,1326.17
208,1326.17
208,1326.17
208,1326.17
208,1326.17
211,597.885
211,597.886
211,597.886
211,597.886
211,597.886
211,597.886
211,597.886
212,1803.42
212,1803.42
212,1803.42
212,1803.42
212,1803.42
212,1803.42
212,1803.42
212,1803.42
218,316.509
218,316.509
218,316.509
218,316.509
218,316.509
218,316.509
218,316.509
218,316.509
218,316.509
218,316.509
218,316.51
218,316.51
222,187.688
222,187.688
222,187.688
222,187.688
222,187.689
222,187.689
222,187.689
222,187.689
225,1512.07
225,1512.07
225,1512.07
225,1512.07
225,1512.07
225,1512.07
225,1512.07
225,1512.07
225,1512.07
225,1512.07
225,1512.07
225,1512.07
225,1512.07
225,1512.07
225,1512.07
225,1512.07
225,1512.07
228,157.41
228,157.41
228,157.41
228,157.41
228,157.411
228,157.411
228,157.411
228,157.411
231,1122.08
231,1122.08
231,1122.08
231,1122.08
231,1122.08
231,1122.08
231,1122.08
231,1122.08
232,2015.12
232,2015.12
232,2015.12
232,2015.12
232,2015.12
232,2015.12
232,2015.12
232,2015.12
232,2015.12
234,5520.8
234,5520.8
234,5520.8
234,5520.8
234,5520.8
234,5520.8
234,5520.8
234,5520.8
242,1217.23
242,1217.23
242,1217.23
242,1217.23
242,1217.23
242,1217.23
242,1217.23
242,1217.23
243,17.0187
243,17.019
243,17.0191
243,17.0194
243,17.0194
243,17.0194
245,1497.54
245,1497.54
245,1497.54
245,1497.54
245,1497.54
245,1497.54
245,1497.54
245,1497.54
246,3343.75
246,3343.75
246,3343.75
246,3343.75
246,3343.75
246,3343.75
246,3343.75
249,839.2
249,839.2
249,839.201
249,839.201
249,839.201
249,839.201
249,839.201
255,2531.58
255,2531.58
255,2531.58
255,2531.58
255,2531.58
255,2531.58
255,2531.58
259,2855.79
259,2855.79
259,2855.79
259,2855.79
259,2855.79
259,2855.79
259,2855.79
259,2855.79
259,2855.79
259,2855.79
259,2855.79
259,2855.79
259,2855.79
259,2855.79
259,2855.79
259,2855.79
259,2855.79
259,2855.79
259,2855.79
259,2855.79
259,2855.79
259,2855.79
259,2855.79
260,110.415
260,110.415
260,110.415
260,110.415
260,110.416
260,110.416
260,110.416
262,711.094
262,711.094
262,711.094
262,711.094
262,711.094
262,711.094
262,711.094
262,711.094
269,3328.65
269,3328.65
269,3328.65
269,3328.65
269,3328.65
269,3328.65
270,1359.52
270,1359.52
270,1359.52
270,1359.52
271,150.068
271,150.068
271,150.068
271,150.068
283,3509.08
283,3509.08
283,3509.08
283,3509.08
283,3509.08
283,3509.08
286,226.354
286,226.354
286,226.355
286,226.355
286,226.355
286,226.355
286,226.355
286,226.355
286,226.355
286,226.356
286,226.356
286,226.356
286,226.356
286,226.356
287,162.8
287,162.8
287,162.8
287,162.8
287,162.8
287,162.8
287,162.8
289,1431.4
289,1431.4
289,1431.4
289,1431.4
289,1431.4
289,1431.4
289,1431.4
290,1117.7
290,1117.7
290,1117.7
290,1117.7
290,1117.7
290,1117.7
290,1117.7
290,1117.7
293,62.5155
293,62.5155
293,62.5155
293,62.5156
293,62.5158
293,62.5159
293,62.5159
293,62.5159
293,62.516
293,62.516
293,62.516
297,2613.34
297,2613.34
297,2613.34
297,2613.34
297,2613.34
298,215.868
298,215.868
298,215.869
298,215.869
299,303.351
299,303.351
299,303.351
299,303.351
299,303.351
299,303.351
299,303.351
299,303.351
302,3213.08
302,3213.08
302,3213.08
302,3213.09
302,3213.09
302,3213.09
303,1435.44
303,1435.44
303,1435.44
303,1435.44
303,1435.44
303,1435.44
303,1435.44
303,1435.44
304,59.1982
304,59.1983
304,59.1984
304,59.1986
304,59.1987
304,59.1987
304,59.1988
306,551.602
306,551.602
306,551.602
306,551.602
306,551.603
306,551.603
306,551.603
306,551.603
306,551.603
306,551.603
306,551.603
306,551.604
306,551.604
306,551.604
306,551.604
307,3804.62
307,3804.62
307,3804.62
307,3804.62
307,3804.62
307,3804.62
311,1213.3
311,1213.3
311,1213.3
311,1213.3
311,1213.3
311,1213.3
311,1213.3
311,1213.3
312,1749.6
312,1749.6
312,1749.6
312,1749.6
312,1749.6
312,1749.6
312,1749.6
312,1749.6
312,1749.6
312,1749.6
317,2765.13
317,2765.13
317,2765.13
317,2765.13
317,2765.13
319,2611.98
319,2611.98
319,2611.98
319,2611.98
319,2611.98
319,2611.98
319,2611.98
319,2611.98
319,2611.98
319,2611.98
322,872.16
322,872.16
322,872.16
322,872.16
322,872.16
322,872.16
322,872.16
323,1154.24
323,1154.24
323,1154.24
323,1154.24
323,1154.24
326,142.668
326,142.669
326,142.669
326,142.669
326,142.669
326,142.669
326,142.669
326,142.669
326,142.669
326,142.669
329,4087.64
329,4087.64
329,4087.64
329,4087.64
329,4087.64
329,4087.64
329,4087.64
332,877.636
332,877.636
332,877.636
332,877.636
332,877.636
332,877.636
335,148.673
335,148.673
335,148.673
335,148.673
335,148.673
335,148.673
335,148.673
338,813.522
338,813.522
338,813.522
338,813.522
338,813.523
338,813.523
338,813.523
340,302.892
340,302.892
340,302.893
340,302.893
340,302.893
340,302.893
340,302.893
340,302.893
340,302.893
340,302.893
342,56.8147
342,56.8147
342,56.815
342,56.8151
342,56.8151
342,56.8155
342,56.8155
342,56.8156
342,56.8156
345,1107.2
345,1107.2
345,1107.2
345,1107.2
345,1107.2
345,1107.2
345,1107.2
345,1107.2
345,1107.2
346,117.371
346,117.371
346,117.371
346,117.371
346,117.371
346,117.371
346,117.371
346,117.371
346,117.371
349,351.461
349,351.461
349,351.461
349,351.461
349,351.461
349,351.461
349,351.461
353,3956.91
353,3956.91
353,3956.91
353,3956.91
353,3956.91
353,3956.91
353,3956.91
354,1024.5
354,1024.5
354,1024.5
354,1024.5
354,1024.5
354,1024.5
354,1024.5
354,1024.5
354,1024.5
354,1024.5
354,1024.5
354,1024.5
354,1024.5
354,1024.5
356,6013.02
356,6013.02
356,6013.02
356,6013.02
361,2446.36
361,2446.36
361,2446.37
361,2446.37
361,2446.37
361,2446.37
362,203.197
362,203.198
362,203.198
362,203.198
362,203.198
362,203.198
362,203.198
362,203.198
363,804.467
363,804.467
363,804.467
363,804.467
363,804.467
363,804.467
363,804.467
363,804.467
364,1665.57
364,1665.57
364,1665.57
364,1665.57
364,1665.57
364,1665.57
364,1665.57
364,1665.57
364,1665.57
364,1665.57
364,1665.57
364,1665.57
364,1665.57
364,1665.57
364,1665.57
364,1665.57
364,1665.57
364,1665.57
364,1665.57
364,1665.57
364,1665.58
364,1665.58
364,1665.58
364,1665.58
364,1665.58
364,1665.58
364,1665.58
364,1665.58
364,1665.58
364,1665.58
367,88.4292
367,88.4293
367,88.4293
367,88.4295
367,88.4295
368,2479.71
368,2479.71
368,2479.71
368,2479.71
368,2479.71
368,2479.71
368,2479.71
368,2479.71
368,2479.71
368,2479.71
368,2479.71
368,2479.71
368,2479.71
369,687.111
369,687.111
369,687.111
369,687.111
369,687.111
372,602.112
372,602.113
372,602.113
372,602.113
372,602.113
372,602.113
373,449.18
373,449.18
373,449.18
373,449.18
373,449.18
373,449.18
373,449.18
373,449.18
373,449.18
373,449.18
373,449.18
375,3850.57
375,3850.57
375,3850.57
375,3850.57
375,3850.57
375,3850.57
378,9409.29
378,9409.29
378,9409.29
378,9409.3
378,9409.3
378,9409.3
378,9409.3
378,9409.3
380,2424.7
380,2424.7
380,2424.7
380,2424.7
380,2424.7
380,2424.7
380,2424.7
382,3750.58
382,3750.58
382,3750.58
382,3750.58
382,3750.58
382,3750.58
384,1184.03
384,1184.03
384,1184.03
384,1184.03
384,1184.03
384,1184.03
384,1184.03
384,1184.03
384,1184.03
388,3397.95
388,3397.95
388,3397.95
388,3397.95
388,3397.95
388,3397.95
388,3397.95
388,3397.95
388,3397.95
388,3397.95
388,3397.95
388,3397.95
388,3397.95
398,1448.79
398,1448.79
398,1448.79
398,1448.79
398,1448.79
398,1448.79
400,51.7464
400,51.7466
400,51.7467
400,51.7467
400,51.7468
400,51.7468
400,51.7469
400,51.7469
407,2430.98
407,2430.99
407,2430.99
407,2430.99
407,2430.99
407,2430.99
407,2430.99
409,10518.2
409,10518.2
409,10518.2
409,10518.2
409,10518.2
409,10518.2
413,443.27
413,443.27
413,443.27
413,443.27
413,443.27
413,443.27
413,443.27
417,2047.51
417,2047.51
417,2047.51
417,2047.51
417,2047.51
417,2047.51
417,2047.51
417,2047.51
417,2047.51
417,2047.51
417,2047.51
417,2047.51
417,2047.51
417,2047.51
417,2047.51
417,2047.51
417,2047.51
420,4415.43
420,4415.43
420,4415.43
420,4415.43
420,4415.43
420,4415.43
420,4415.43
420,4415.43
420,4415.43
420,4415.43
424,1713.86
424,1713.86
424,1713.86
424,1713.86
424,1713.86
424,1713.86
436,584.029
436,584.029
436,584.029
436,584.029
436,584.029
436,584.029
440,2547.5
440,2547.5
440,2547.5
440,2547.5
440,2547.5
440,2547.5
440,2547.5
448,1356.86
448,1356.86
448,1356.86
448,1356.86
448,1356.86
448,1356.86
448,1356.86
451,954.04
451,954.04
451,954.04
451,954.04
451,954.041
451,954.041
451,954.041
451,954.041
451,954.042
451,954.042
451,954.042
451,954.042
451,954.042
451,954.042
451,954.042
451,954.043
451,954.043
451,954.043
453,2.31416
453,2.31419
453,2.31449
453,2.31463
453,2.31464
453,2.31475
453,2.31491
453,2.31493
453,2.31493
454,710.818
454,710.818
454,710.818
454,710.818
454,710.818
454,710.818
454,710.818
454,710.818
455,2371.41
455,2371.41
455,2371.41
455,2371.41
455,2371.41
455,2371.41
455,2371.41
455,2371.41
455,2371.41
455,2371.41
458,3174.35
458,3174.35
458,3174.35
458,3174.35
458,3174.35
458,3174.35
458,3174.35
459,1519.6
459,1519.6
459,1519.6
459,1519.6
460,214.205
460,214.205
460,214.205
460,214.205
460,214.205
460,214.206
460,214.206
460,214.206
460,214.206
460,214.206
460,214.206
460,214.206
460,214.206
466,3064.25
466,3064.25
466,3064.25
466,3064.25
466,3064.25
466,3064.25
466,3064.25
466,3064.25
466,3064.25
466,3064.25
466,3064.25
466,3064.25
466,3064.25
466,3064.25
466,3064.25
466,3064.25
466,3064.25
466,3064.25
466,3064.25
466,3064.25
466,3064.25
468,4466.45
468,4466.45
468,4466.45
468,4466.45
468,4466.45
468,4466.45
468,4466.45
469,29.1792
469,29.1793
469,29.1795
469,29.1797
469,29.1797
469,29.1797
469,29.1797
472,506.388
472,506.389
472,506.389
472,506.389
472,506.389
472,506.389
472,506.389
472,506.389
472,506.389
472,506.39
472,506.39
472,506.39
472,506.39
475,1327.93
475,1327.93
475,1327.93
475,1327.93
475,1327.93
475,1327.93
477,1619.59
477,1619.59
477,1619.59
477,1619.59
477,1619.59
477,1619.59
477,1619.59
477,1619.59
477,1619.59
480,1494.23
480,1494.23
480,1494.23
480,1494.23
480,1494.23
480,1494.23
480,1494.23
480,1494.23
480,1494.23
480,1494.23
480,1494.23
480,1494.23
480,1494.23
480,1494.23
480,1494.23
480,1494.23
480,1494.23
482,1337.89
482,1337.89
482,1337.9
482,1337.9
482,1337.9
482,1337.9
488,6920.95
488,6920.95
488,6920.95
488,6920.95
488,6920.95
488,6920.95
488,6920.95
488,6920.95
491,289.834
491,289.834
491,289.834
491,289.834
493,2745.04
493,2745.04
493,2745.04
493,2745.04
499,254.821
499,254.821
499,254.821
499,254.821
499,254.821
499,254.821
499,254.821
499,254.821
499,254.822
501,372.276
501,372.276
501,372.276
501,372.277
501,372.277
501,372.277
501,372.277
501,372.277
501,372.277
501,372.277
501,372.277
501,372.277
501,372.277
501,372.277
501,372.278
501,372.278
501,372.278
501,372.278
503,1855.8
503,1855.8
503,1855.8
503,1855.8
503,1855.8
503,1855.8
503,1855.8
508,856.116
508,856.116
508,856.116
508,856.116
508,856.116
510,2190.62
510,2190.62
510,2190.62
510,2190.62
510,2190.62
510,2190.62
510,2190.62
510,2190.62
512,7895.7
512,7895.7
512,7895.7
512,7895.7
512,7895.7
513,6298.87
513,6298.87
513,6298.87
513,6298.87
513,6298.87
513,6298.87
513,6298.87
513,6298.87
513,6298.87
516,87.3996
516,87.3997
516,87.3998
516,87.3998
516,87.3999
516,87.4
516,87.4
516,87.4001
516,87.4004
516,87.4004
516,87.4007
516,87.4008
516,87.4008
516,87.401
516,87.4011
516,87.4014
516,87.4016
516,87.4017
516,87.4017
516,87.4017
518,1127.13
518,1127.13
518,1127.13
518,1127.13
518,1127.13
518,1127.13
518,1127.13
518,1127.13
519,693.384
519,693.384
519,693.384
519,693.384
519,693.384
519,693.384
519,693.384
519,693.385
519,693.385
519,693.385
519,693.385
520,60.0807
520,60.0807
520,60.0811
520,60.0812
520,60.0813
520,60.0813
520,60.0815
520,60.0817
520,60.0819
521,900.038
521,900.038
521,900.039
521,900.039
521,900.039
521,900.039
521,900.039
521,900.039
521,900.039
521,900.039
521,900.04
521,900.04
521,900.04
522,1620.09
522,1620.09
522,1620.09
522,1620.09
522,1620.09
522,1620.09
522,1620.09
522,1620.09
522,1620.09
531,5867.35
531,5867.35
531,5867.35
531,5867.35
531,5867.35
531,5867.35
531,5867.35
531,5867.35
531,5867.35
535,977.202
535,977.202
535,977.202
535,977.202
535,977.202
535,977.202
535,977.202
535,977.203
535,977.203
535,977.203
536,2300.39
536,2300.39
536,2300.39
536,2300.39
536,2300.39
537,228.026
537,228.026
537,228.026
537,228.026
537,228.026
537,228.026
538,5786.8
538,5786.8
538,5786.8
538,5786.8
538,5786.8
538,5786.8
542,168.651
542,168.651
542,168.651
542,168.651
542,168.651
542,168.652
542,168.652
542,168.652
542,168.652
542,168.652
542,168.652
542,168.652
552,1107.49
552,1107.49
552,1107.49
552,1107.49
557,3662.81
557,3662.81
557,3662.81
557,3662.81
557,3662.81
557,3662.81
557,3662.81
557,3662.81
558,3616.64
558,3616.64
558,3616.64
558,3616.64
558,3616.64
558,3616.64
558,3616.64
561,349.979
561,349.979
561,349.979
561,349.98
561,349.98
565,2208.39
565,2208.39
565,2208.39
565,2208.39
565,2208.39
565,2208.39
565,2208.39
565,2208.39
565,2208.39
573,1043.55
573,1043.55
573,1043.55
573,1043.55
573,1043.55
573,1043.55
573,1043.55
573,1043.55
574,693.853
574,693.853
574,693.853
574,693.853
574,693.853
578,6549.74
578,6549.74
578,6549.74
578,6549.74
578,6549.74
578,6549.74
578,6549.74
578,6549.74
579,5496.8
579,5496.8
579,5496.8
579,5496.8
579,5496.8
580,4467.45
580,4467.45
580,4467.45
580,4467.45
580,4467.45
582,503.333
582,503.333
582,503.333
582,503.333
582,503.333
582,503.333
584,2261.07
584,2261.07
584,2261.07
584,2261.07
584,2261.07
584,2261.08
585,3846.63
585,3846.63
585,3846.63
585,3846.63
585,3846.63
586,1549.32
586,1549.32
586,1549.32
586,1549.32
586,1549.32
586,1549.32
588,2611.76
588,2611.76
588,2611.76
588,2611.76
588,2611.76
590,3774.18
590,3774.18
590,3774.18
590,3774.18
590,3774.18
590,3774.18
590,3774.18
590,3774.18
590,3774.18
595,351.224
595,351.224
595,351.224
595,351.224
595,351.225
596,4201.36
596,4201.36
596,4201.36
596,4201.36
597,1290.35
597,1290.35
597,1290.35
597,1290.35
597,1290.35
599,6077.37
599,6077.37
599,6077.37
599,6077.37
599,6077.37
599,6077.37
599,6077.37
599,6077.37
599,6077.37
599,6077.37
599,6077.37
599,6077.37
599,6077.37
599,6077.37
600,6835.74
600,6835.74
600,6835.74
600,6835.74
600,6835.74
600,6835.74
600,6835.74
600,6835.74
600,6835.74
600,6835.74
601,2966.9
601,2966.9
601,2966.9
601,2966.9
601,2966.9
601,2966.9
601,2966.9
615,301.401
615,301.401
615,301.402
615,301.402
615,301.402
615,301.402
615,301.402
617,192.086
617,192.086
617,192.086
617,192.086
617,192.086
617,192.086
617,192.086
620,2036.48
620,2036.48
620,2036.48
620,2036.48
620,2036.48
620,2036.48
620,2036.48
620,2036.48
623,2023.97
623,2023.97
623,2023.97
623,2023.97
623,2023.97
624,2752.92
624,2752.92
624,2752.92
624,2752.92
624,2752.92
632,6.58993
632,6.59001
632,6.59008
632,6.59018
632,6.59027
632,6.59027
632,6.59027
633,2834.04
633,2834.04
633,2834.04
633,2834.04
633,2834.04
633,2834.04
633,2834.04
633,2834.04
635,3501.72
635,3501.72
635,3501.72
635,3501.72
635,3501.72
635,3501.72
640,705.189
640,705.189
640,705.189
640,705.19
642,1239.36
642,1239.36
642,1239.36
642,1239.36
642,1239.36
642,1239.36
642,1239.36
645,7261.08
645,7261.08
645,7261.08
645,7261.08
645,7261.08
645,7261.08
645,7261.08
645,7261.08
647,3507.43
647,3507.43
647,3507.43
647,3507.43
647,3507.43
647,3507.43
647,3507.43
647,3507.43
647,3507.44
647,3507.44
647,3507.44
647,3507.44
648,1202.42
648,1202.42
648,1202.42
648,1202.42
648,1202.42
648,1202.42
650,2342.36
650,2342.36
650,2342.36
650,2342.36
650,2342.37
650,2342.37
650,2342.37
650,2342.37
650,2342.37
652,2709.79
652,2709.79
652,2709.79
652,2709.79
652,2709.79
652,2709.79
652,2709.79
654,4125.58
654,4125.58
654,4125.58
654,4125.58
654,4125.58
654,4125.58
655,5083.83
655,5083.83
655,5083.83
655,5083.83
655,5083.83
655,5083.83
655,5083.83
659,16.9813
659,16.9814
659,16.9815
659,16.9816
659,16.9816
659,16.9817
659,16.9817
659,16.9817
663,1656.35
663,1656.35
663,1656.35
663,1656.35
663,1656.35
663,1656.35
663,1656.35
663,1656.35
663,1656.35
666,48.8955
666,48.8955
666,48.8957
666,48.8957
666,48.8959
666,48.8959
666,48.8959
666,48.8961
666,48.8961
666,48.8964
666,48.8965
666,48.8967
669,562.008
669,562.008
669,562.008
669,562.008
669,562.008
669,562.008
671,822.044
671,822.044
671,822.044
671,822.044
671,822.044
671,822.044
671,822.044
673,2297.07
673,2297.07
673,2297.07
673,2297.07
673,2297.07
674,2776.98
674,2776.98
674,2776.98
674,2776.98
674,2776.98
674,2776.98
674,2776.98
675,3675.45
675,3675.45
675,3675.45
675,3675.45
675,3675.45
675,3675.45
675,3675.45
676,3594.48
676,3594.48
676,3594.48
676,3594.48
676,3594.48
676,3594.48
676,3594.48
676,3594.48
678,2501.79
678,2501.79
678,2501.79
678,2501.79
678,2501.79
678,2501.79
678,2501.79
679,816.948
679,816.948
679,816.948
679,816.948
679,816.948
679,816.948
688,1065.6
688,1065.6
688,1065.6
688,1065.6
688,1065.6
689,288.184
689,288.184
689,288.184
689,288.184
699,1530.08
699,1530.08
699,1530.08
699,1530.08
699,1530.08
699,1530.08
699,1530.08
700,2885.8
700,2885.8
700,2885.8
700,2885.8
700,2885.8
700,2885.8
707,4082.29
707,4082.29
707,4082.29
707,4082.29
707,4082.29
707,4082.29
709,1326.34
709,1326.34
709,1326.34
709,1326.34
709,1326.34
709,1326.34
709,1326.34
