,
,
,
,
,
Eid,globTime
32,106.507
32,105.099
32,99.1841
37,105.063
100,0.44062
100,0.440621
100,0.416185
100,0.416196
100,0.416263
100,0.416292
100,0.416308
100,0.416322
100,0.416326
100,0.416353
100,0.416357
100,0.416373
100,0.416391
100,0.4164
164,244.357
164,243.946
196,297.175
208,115.395
208,115.396
208,115.396
208,115.396
208,115.396
208,115.396
208,115.396
208,115.396
208,115.396
208,115.396
208,115.396
208,115.396
208,115.396
208,115.396
208,115.396
208,115.397
208,115.397
208,115.397
208,115.397
208,115.397
208,115.397
208,115.397
208,115.397
208,115.397
208,115.398
208,115.398
208,115.398
208,115.398
208,115.398
208,115.398
208,115.398
208,115.398
208,115.398
208,115.398
208,115.398
208,115.398
208,115.398
208,115.398
208,115.398
208,115.398
208,115.399
208,115.399
208,115.399
208,115.399
208,115.399
208,115.399
208,115.399
208,115.399
208,115.399
208,115.399
208,115.399
208,115.399
208,115.399
208,115.399
208,115.399
208,115.399
208,115.399
208,115.399
208,115.399
208,115.4
208,115.4
208,115.4
208,115.4
208,115.4
344,653.223
361,141.965
361,141.557
385,168.89
392,31.4299
411,135.421
444,528.142
497,606.484
497,606.484
497,606.484
497,606.484
497,606.484
497,606.484
497,606.484
497,606.484
497,606.484
497,606.484
497,606.484
497,606.484
506,308.267
557,0.341879
557,0.341952
557,0.342021
557,0.342086
557,0.342246
557,0.342392
557,0.342406
557,0.342494
557,0.342515
557,0.342669
557,0.342705
557,0.342717
557,0.342786
557,0.342786
557,0.343047
557,0.343048
557,0.343096
557,0.343188
557,0.343226
557,0.343376
557,0.343383
557,0.343399
557,0.343426
557,0.343446
557,0.343489
557,0.343524
557,0.343553
557,0.343592
557,0.343606
557,0.343614
557,0.343676
557,0.343712
557,0.343738
557,0.343748
557,0.34377
557,0.34377
557,0.343814
557,0.343829
557,0.343849
557,0.343859
557,0.343868
557,0.343883
557,0.343894
566,188.593
703,214.654
720,0.486617
720,0.486652
720,0.486775
720,0.48698
720,0.487096
720,0.48719
720,0.487229
720,0.487301
720,0.48733
720,0.487412
720,0.487462
720,0.487472
720,0.487526
720,0.487596
720,0.487685
720,0.487715
720,0.487726
720,0.487764
720,0.487774
720,0.487808
720,0.487853
720,0.488017
720,0.488024
720,0.488185
720,0.488367
720,0.488408
720,0.488433
720,0.488446
720,0.488455
720,0.488551
720,0.488567
720,0.488581
720,0.488603
720,0.488657
720,0.488701
720,0.488714
720,0.488741
720,0.488742
720,0.488783
720,0.488852
720,0.488903
720,0.488941
720,0.48895
720,0.488993
720,0.488998
720,0.489062
720,0.489086
720,0.489122
720,0.489146
720,0.489148
720,0.489149
720,0.489152
752,0.387186
752,0.38719
752,0.387191
752,0.387203
752,0.387246
752,0.387272
752,0.387389
752,0.38743
752,0.387444
752,0.387456
752,0.387503
752,0.387522
752,0.387541
752,0.387566
752,0.38564
752,0.385662
752,0.385686
752,0.385714
752,0.38573
752,0.385763
752,0.385829
752,0.385843
752,0.385913
752,0.385945
752,0.386009
752,0.386016
752,0.386025
752,0.379468
752,0.379478
752,0.379487
752,0.379488
776,27.5834
776,27.5834
776,27.5835
776,27.5836
776,27.5837
776,27.5837
776,27.5837
